nombre,nickname,país,comida_favorita,número_de_la_suerte
Sally,cruzwendy,Greenland,helado,70
Kara,richardsonnicole,Marshall Islands,tacos,68
Michelle,kylefuentes,Peru,hamburguesa,76
Cody,katrinathompson,Mauritania,chocolate,81
Jennifer,brianhunt,Panama,helado,45
Richard,bharris,Mali,hamburguesa,17
Mark,mercedes22,Cocos (Keeling) Islands,chocolate,87
Lee,heidi95,Vietnam,ensalada,99
Phillip,tannerwilliams,Lithuania,pollo,31
Calvin,davischristopher,Wallis and Futuna,helado,92
Crystal,michele33,Cocos (Keeling) Islands,helado,3
Joseph,markchang,Paraguay,fruta,89
Alexa,kimjeffrey,India,tacos,28
Edward,collinskatherine,Ukraine,ensalada,51
Roy,unash,Saint Martin,fruta,61
Luis,margaretcole,Belize,pasta,91
Brooke,jasoncowan,Latvia,pollo,80
Anthony,mle,Montenegro,ensalada,12
Judy,serranochristina,Netherlands Antilles,tacos,48
Francisco,taylorjoshua,Saint Kitts and Nevis,ensalada,26
Kaitlyn,desireehenry,Ukraine,fruta,74
Larry,adamstimothy,Tonga,hamburguesa,30
Michael,byrdkevin,Zambia,ensalada,24
Roy,tracirobertson,Kyrgyz Republic,helado,90
Yolanda,karen24,Haiti,pizza,1
Melissa,christophermcgee,Pakistan,pizza,82
Ashley,oarellano,Nepal,tacos,48
Kerry,nathan29,Spain,tacos,21
Joseph,stewartpeter,Azerbaijan,pizza,100
Elizabeth,robertdavenport,Togo,hamburguesa,36
Michael,billmiller,United Arab Emirates,tacos,67
George,stacywoods,United Kingdom,chocolate,39
Teresa,tiffanymolina,Turks and Caicos Islands,sushi,15
Mary,veronica81,Faroe Islands,ensalada,46
Stephanie,ginariley,Cuba,chocolate,37
David,michaelgomez,Jersey,ensalada,1
Jenna,angeladavis,Bermuda,pizza,32
Mitchell,christopher01,Cote d'Ivoire,pollo,42
Dawn,ogordon,Russian Federation,sushi,61
Stefanie,barbara81,Liechtenstein,pizza,77
Daniel,stephensdavid,Morocco,fruta,69
James,maryhughes,Barbados,chocolate,49
Brenda,ehodges,Germany,ensalada,69
Scott,bdavis,Saint Pierre and Miquelon,pasta,52
Lawrence,stephaniecruz,Fiji,chocolate,5
Matthew,xcole,French Guiana,tacos,18
Jenna,manningmichael,Faroe Islands,fruta,71
Kimberly,cwashington,Iceland,helado,62
Mindy,jeffrey76,Northern Mariana Islands,tacos,16
Ryan,karen44,Tunisia,pollo,9
Sarah,leeamy,Bolivia,fruta,65
Susan,michaelwood,Germany,hamburguesa,93
Brittney,davisjesse,Guinea-Bissau,pizza,9
Nancy,bdrake,Venezuela,hamburguesa,22
Heather,adam65,Syrian Arab Republic,pollo,75
Kathleen,bailey47,Botswana,helado,27
Steven,mary32,Vanuatu,sushi,17
Rhonda,herreragail,Nauru,pizza,58
Jerry,patricia45,Aruba,hamburguesa,27
Austin,mchan,Burkina Faso,tacos,56
James,rossjessica,Saint Lucia,fruta,23
Daniel,huntmargaret,South Africa,sushi,33
Dennis,gmaddox,Libyan Arab Jamahiriya,pasta,19
David,hdunlap,Martinique,pollo,42
Julie,jonathan67,Kiribati,pollo,43
Elizabeth,susanmorales,Falkland Islands (Malvinas),sushi,76
Amanda,johnsondustin,Martinique,pizza,30
Mark,brett89,United States of America,tacos,18
Nicholas,matthew11,Honduras,helado,90
Jason,zacharysullivan,Norway,pizza,77
Heather,smithlindsay,Costa Rica,chocolate,92
John,andrew52,Saudi Arabia,tacos,42
Samantha,aaron18,Antarctica (the territory South of 60 deg S),chocolate,68
Heather,yramirez,Cambodia,hamburguesa,91
John,ccunningham,Serbia,pollo,99
Troy,newtonnatalie,Serbia,pasta,66
Michael,peter06,Lebanon,chocolate,14
Tina,ilewis,India,helado,87
Adrian,qsmith,Fiji,ensalada,84
Amber,anthony30,Macao,tacos,34
Kelsey,megansullivan,Saint Vincent and the Grenadines,tacos,26
Diana,albert72,Cocos (Keeling) Islands,chocolate,13
Lisa,richardsthomas,Paraguay,helado,73
Jesse,taylorcody,Eritrea,sushi,26
Victoria,alvaradodwayne,Barbados,pasta,48
Amy,areid,Eritrea,tacos,96
Daniel,cmcknight,Netherlands,sushi,30
Jennifer,stanleyaaron,Aruba,hamburguesa,13
Daniel,simmonsherbert,Oman,pollo,53
Aaron,summersgeorge,Senegal,ensalada,26
Laura,zmendoza,Korea,pizza,57
Anthony,blackmelanie,Venezuela,sushi,36
Sharon,maymark,Dominica,pizza,4
George,palmerchristopher,Angola,chocolate,68
April,phobbs,Jersey,pizza,35
Janet,jonesjulia,Burundi,helado,23
Valerie,michael79,North Macedonia,chocolate,34
Bobby,justinwilson,Lebanon,pasta,71
Gary,boydkevin,Saint Martin,tacos,54
Sandra,nicholasthompson,Trinidad and Tobago,pasta,38
Melissa,susancosta,Guernsey,ensalada,60
Andrew,romanjeffrey,Guinea,helado,8
Anthony,ffox,Costa Rica,pollo,78
Craig,ecolon,Somalia,hamburguesa,78
Isabel,simmonsjoshua,Montenegro,hamburguesa,20
Michael,emily56,Liberia,pizza,78
Lisa,pturner,Vietnam,fruta,85
Leonard,ischmidt,Morocco,helado,72
Franklin,edwardsbrandon,Sri Lanka,hamburguesa,1
Richard,benjaminhowell,Jordan,sushi,69
Randall,scott19,Bouvet Island (Bouvetoya),pasta,81
Timothy,swillis,Comoros,pollo,83
Anthony,umccarty,Saint Vincent and the Grenadines,chocolate,91
Joshua,peter78,Tonga,hamburguesa,94
Rebecca,johnstonjames,Anguilla,chocolate,33
Alicia,loristevens,Spain,sushi,72
Nathaniel,ericksonwendy,Togo,pizza,18
Rachel,ihamilton,Lebanon,pasta,76
Angela,walkerkevin,Thailand,pasta,18
Mary,bennettdouglas,Lithuania,pollo,34
Monique,jasondean,Tuvalu,pasta,13
Seth,campbellsamantha,Nepal,pasta,42
Yesenia,jenny57,Guinea,helado,62
Sarah,ryan36,Germany,pizza,57
Troy,heidi59,Hong Kong,chocolate,16
David,williamking,Tokelau,sushi,24
April,terrykaren,Oman,hamburguesa,19
Brian,vriddle,Fiji,fruta,24
Brett,crawfordmatthew,Sierra Leone,pollo,93
Jacqueline,zwood,Papua New Guinea,ensalada,40
Matthew,wwilson,Kyrgyz Republic,helado,16
Krista,eric98,Ghana,pasta,94
Walter,mark42,Niger,tacos,23
Joseph,yhenderson,Estonia,chocolate,27
Dwayne,jenna87,North Macedonia,ensalada,71
Nicolas,cholmes,Netherlands Antilles,helado,41
Ernest,xdonovan,Ireland,chocolate,48
Bryan,matthewmaxwell,San Marino,pollo,37
Sabrina,qortega,American Samoa,helado,36
Philip,xwilliams,Saint Barthelemy,tacos,19
Katelyn,wilsonivan,Paraguay,ensalada,57
Dawn,johngross,Equatorial Guinea,hamburguesa,60
Adrian,velazquezdonald,Guyana,ensalada,18
Whitney,michael62,Comoros,pollo,98
Roger,mccoyrobyn,Svalbard & Jan Mayen Islands,helado,19
Jeffrey,hillsusan,French Guiana,sushi,9
Charles,kimberlyflores,Ghana,pollo,92
Holly,mmarshall,Italy,pasta,74
Nicole,jasonstevens,Indonesia,fruta,42
Monique,gomezanthony,Bosnia and Herzegovina,pasta,71
Andrea,alex84,Taiwan,pizza,80
Gabrielle,sabrina98,China,helado,2
Kyle,jordanchapman,Nauru,tacos,29
John,bfernandez,Italy,fruta,13
Kenneth,scott97,Central African Republic,helado,68
Jeffrey,jessica40,Guinea-Bissau,sushi,31
Andrew,thomas09,Bosnia and Herzegovina,pollo,10
Anthony,williamssean,Azerbaijan,hamburguesa,2
Chad,william06,South Africa,pizza,11
Gina,ricky40,France,fruta,38
Jeffrey,smithvictoria,Canada,pasta,59
Angel,david14,Tunisia,pollo,20
Dana,mooreaudrey,Netherlands,helado,55
Bryan,kjenkins,Panama,chocolate,81
Richard,gabriellamurphy,Aruba,chocolate,79
Erika,reeddebbie,Syrian Arab Republic,tacos,96
Tiffany,juanmoreno,Guyana,pizza,2
Natalie,ethan90,Eritrea,pollo,79
Lisa,taylorrebecca,Somalia,fruta,67
Lisa,wellsjessica,Burkina Faso,helado,40
Barbara,arich,Bahamas,tacos,33
Alexander,imcgee,Nicaragua,ensalada,12
Denise,ericbailey,Isle of Man,helado,63
David,awolf,Turks and Caicos Islands,pollo,68
Stephanie,kevin24,Suriname,pizza,57
David,nfleming,Bermuda,pollo,41
Edwin,jheath,Afghanistan,tacos,54
Teresa,travis59,Chad,pasta,7
Barbara,gsavage,Sri Lanka,chocolate,29
Miranda,gregorywhitaker,Portugal,pollo,53
Rebecca,wesleyriggs,Botswana,sushi,7
Jesse,hartkyle,Turkey,fruta,65
Sierra,gballard,Netherlands,tacos,48
Michael,aparker,Bhutan,pasta,24
Mark,fstephens,Saint Martin,chocolate,39
Joseph,anna81,Tuvalu,helado,6
Jennifer,molinanicole,Guyana,tacos,8
Anthony,elaine01,Uzbekistan,tacos,71
Diane,erikacampbell,Tanzania,sushi,33
Daniel,sandra08,Romania,ensalada,10
Ronald,xlawson,Uruguay,hamburguesa,44
Alexander,jay02,Japan,pasta,93
Timothy,shawnjensen,Australia,helado,32
Ronald,bryan93,Niger,helado,16
Cristina,bjohnston,Liechtenstein,pollo,100
Matthew,jjohnson,Eritrea,pizza,77
Garrett,brooke88,Malta,tacos,52
Micheal,jeffrey62,Micronesia,fruta,55
Rebecca,reesesydney,Suriname,fruta,30
Kathryn,steven01,Belarus,hamburguesa,22
Jose,bray,Portugal,pollo,19
Emma,escobarchristy,Taiwan,tacos,39
Robert,adamstanya,Denmark,pizza,42
Amanda,stephanie78,Lesotho,pizza,74
Allison,kayla07,Pitcairn Islands,pizza,32
Jacqueline,steven75,Guam,sushi,62
Ryan,ghartman,Sudan,helado,51
Henry,jamie59,China,chocolate,97
Joseph,christopher73,Andorra,ensalada,53
Joyce,sandra88,Costa Rica,hamburguesa,37
Michael,brian24,Seychelles,fruta,71
Katherine,bdavis,Marshall Islands,helado,21
Christopher,sflores,Ireland,fruta,44
William,hturner,Colombia,pasta,81
Amy,jessicasmith,Cocos (Keeling) Islands,sushi,78
Daniel,cmurray,Sweden,helado,66
Amanda,jsullivan,Northern Mariana Islands,sushi,15
Jessica,kaylaperez,Mozambique,ensalada,2
Michael,clayton65,Yemen,pizza,9
Toni,erikaramos,French Guiana,pollo,65
Denise,yucody,Gabon,pollo,22
Suzanne,pamela69,Ghana,sushi,11
Cynthia,jasonaguirre,New Caledonia,helado,1
Raven,laurasmith,Argentina,pasta,5
Gerald,riverajessica,Zimbabwe,fruta,46
George,operez,Guadeloupe,hamburguesa,23
Michael,wgordon,Burkina Faso,pizza,43
Nicholas,jacqueline60,Palestinian Territory,hamburguesa,23
Anna,nicolewalker,Mali,sushi,48
Adam,angelatran,Reunion,pollo,69
Michelle,carrcharles,India,pasta,7
Allison,petersnicole,Costa Rica,ensalada,98
Brian,daniellucas,Uruguay,pasta,75
Reginald,jameschristopher,Zambia,sushi,24
Brandon,bradyrowe,Malaysia,fruta,52
Linda,michaelrichardson,Albania,chocolate,98
Timothy,gregorymatthew,Ireland,sushi,89
David,kingdenise,Brunei Darussalam,pizza,27
Tony,seth52,Algeria,tacos,17
Andrea,timothy50,Ireland,tacos,90
Stacy,sclarke,Zambia,sushi,89
Desiree,melissawatts,North Macedonia,pasta,67
William,joanne09,Cuba,pasta,58
Christy,harrisjames,Maldives,pizza,48
Aaron,sharonmueller,Latvia,sushi,42
Nicholas,yjones,Indonesia,helado,9
Rachel,freemanjennifer,Saint Martin,pasta,95
John,carlawood,Puerto Rico,hamburguesa,98
Theresa,kellyjames,Rwanda,pizza,21
Stephanie,heather05,Cayman Islands,tacos,50
Nicolas,brianweaver,Yemen,pollo,44
Scott,priscillawilson,Guinea,chocolate,32
Victoria,riosmark,Namibia,tacos,60
Teresa,desireebradshaw,Algeria,sushi,68
Yvette,rodney82,Syrian Arab Republic,pasta,28
Krista,nkerr,Samoa,sushi,18
Jeffery,adammartin,Burundi,hamburguesa,78
Sherry,cherrera,Uzbekistan,ensalada,68
Laura,hector46,Belize,fruta,98
Sonia,tjackson,New Zealand,ensalada,46
Melissa,chapmanjesse,Montenegro,sushi,99
John,breanna82,Sao Tome and Principe,helado,10
Adam,hoodeugene,Bangladesh,helado,88
Rodney,sheltonedward,Turks and Caicos Islands,hamburguesa,70
Lisa,hebertlawrence,Uzbekistan,chocolate,55
Jeffrey,greendiana,Tajikistan,sushi,59
Andrew,jesse52,Guernsey,sushi,9
Patricia,gabriellemoore,Greece,helado,61
Jean,sarahprice,Belgium,pollo,14
Richard,crystalanderson,Burundi,tacos,11
Jeffrey,bthompson,Azerbaijan,pizza,34
Bryan,haydenbrown,Belgium,helado,58
Jason,jamesedwards,Maldives,pasta,7
Michelle,jallison,Trinidad and Tobago,chocolate,53
Melissa,alvinjones,United Arab Emirates,chocolate,6
Ricky,rachel71,Cocos (Keeling) Islands,fruta,89
Chelsea,romeroalexander,Venezuela,chocolate,58
Kyle,davidreeves,Guadeloupe,chocolate,61
Chad,john89,Suriname,hamburguesa,21
Amy,margaret50,New Zealand,pizza,11
Nancy,gonzalezjanet,Canada,pasta,85
Lisa,gfloyd,Guam,fruta,23
William,christopher88,Ecuador,pasta,98
John,crystal15,Bangladesh,fruta,28
Sherri,swansonapril,Albania,helado,31
Sarah,heathermoyer,Tunisia,tacos,73
Marcus,jennifermartinez,Jersey,pollo,26
Zachary,john43,Netherlands,pollo,84
Brooke,thomas40,Dominican Republic,pasta,67
Savannah,michaelwest,Bhutan,sushi,54
Michael,rogersgregory,Kuwait,sushi,13
Christopher,harrelljason,Cote d'Ivoire,chocolate,99
Robert,crystal29,Libyan Arab Jamahiriya,pasta,79
Julie,urivas,Turkey,chocolate,24
Louis,gvillarreal,Seychelles,pollo,26
Daniel,ghayes,Dominican Republic,hamburguesa,6
Kevin,adamstimothy,Chad,ensalada,19
Scott,anthonystone,Saint Martin,sushi,50
Brian,sguerra,Armenia,chocolate,57
Timothy,kkrause,United States of America,pizza,42
Joseph,floresstephanie,Cape Verde,pollo,51
Troy,downslance,South Africa,pizza,41
Joseph,ndouglas,Eritrea,chocolate,91
Alexandria,hannasusan,Netherlands,helado,1
Richard,ematthews,Kenya,pizza,8
Ashley,joseph22,Swaziland,pasta,59
Jacob,emily07,Costa Rica,sushi,15
Kendra,charleskelley,Swaziland,pasta,65
Rachel,emily42,Gibraltar,pizza,6
Pamela,csandoval,Guernsey,chocolate,63
Mark,samantha57,Palestinian Territory,pizza,56
Yolanda,hlewis,Turkmenistan,hamburguesa,57
Aaron,cookpaul,Botswana,fruta,94
Louis,wkelly,Montenegro,helado,46
Kevin,fcooper,Hungary,helado,83
Matthew,amber33,Lithuania,fruta,64
Robert,cwagner,Guadeloupe,hamburguesa,68
Jennifer,perezkevin,Norway,helado,80
Whitney,paulfisher,Haiti,sushi,55
Melissa,whitebradley,Swaziland,sushi,100
Shannon,xbowers,Guinea,pasta,22
Melissa,kayla81,Swaziland,tacos,70
Paul,tammycruz,Greece,ensalada,14
Diane,dgould,Bouvet Island (Bouvetoya),pollo,36
Ariana,awilcox,Saint Kitts and Nevis,ensalada,94
Christopher,alexanderstanley,Estonia,tacos,61
Randy,kimberly66,Venezuela,ensalada,13
Christopher,baileybrooke,Vanuatu,pasta,8
Ryan,foleyrhonda,Antarctica (the territory South of 60 deg S),pollo,86
Terri,ericahamilton,Tuvalu,tacos,1
Monique,cking,Yemen,pollo,27
Sarah,mark48,Palau,ensalada,47
Richard,kirbyzachary,India,helado,92
Christopher,tammymarsh,Georgia,ensalada,30
Jason,eshields,Netherlands Antilles,pollo,28
Jacob,marshkelly,Bosnia and Herzegovina,tacos,80
Lindsey,michaelduncan,Norfolk Island,helado,18
Ashley,gcruz,Solomon Islands,chocolate,80
Kyle,kristina07,Ethiopia,chocolate,45
Rhonda,cynthia51,China,chocolate,49
George,lwyatt,Congo,pollo,77
Jillian,robertdaugherty,Malawi,pollo,27
Alicia,shelley63,Timor-Leste,pizza,70
Mary,harrisgeorge,Netherlands,tacos,56
Brittany,matthewwilliams,Saint Lucia,ensalada,97
Jasmine,jnichols,Bermuda,hamburguesa,63
Catherine,leejohnathan,Papua New Guinea,helado,38
Alexa,vaughncassandra,Iceland,ensalada,4
Jay,lrios,Dominica,tacos,21
James,tanderson,Nicaragua,pizza,83
Crystal,adam51,Nigeria,sushi,70
Sarah,xliu,Palestinian Territory,pollo,4
Shannon,phillipsandrew,Albania,sushi,35
Tiffany,jwatson,Wallis and Futuna,pizza,25
Eric,frederick25,Malta,chocolate,21
Michael,sfarrell,Cyprus,fruta,76
Nicholas,fletcherjennifer,Morocco,pasta,84
James,jdavis,Iran,pizza,14
Jessica,christinahenson,Bhutan,pollo,49
Alexander,jennifer01,Italy,tacos,91
Teresa,wmcbride,Kazakhstan,fruta,38
Danielle,wwilson,Saint Helena,pollo,40
John,qmoreno,Venezuela,chocolate,70
Alicia,adamsmarie,Somalia,helado,83
Katherine,justin54,Chad,chocolate,65
Stacie,pateldebbie,Switzerland,sushi,90
Anthony,harmonrobert,Cook Islands,tacos,50
Michelle,travissteele,Mauritania,sushi,99
Alexis,saunderslinda,India,tacos,97
Kelly,williamhubbard,Uruguay,ensalada,67
Christian,ashleyhoover,Namibia,hamburguesa,10
Bobby,thompsonlisa,Cayman Islands,ensalada,3
Stacey,fjohnson,Azerbaijan,pizza,77
Tony,kayleelee,Jersey,helado,93
Brandon,bradley11,Gambia,ensalada,39
Gene,kathryndelgado,India,pizza,57
Deborah,keynatasha,Cayman Islands,sushi,9
Kimberly,fnguyen,Mauritania,pollo,38
Monica,jacqueline81,American Samoa,ensalada,74
Douglas,kristie43,Guinea,ensalada,12
Madeline,holtcarolyn,Pakistan,helado,30
Cheryl,brianwarren,Bangladesh,chocolate,42
Christian,tliu,Pakistan,fruta,72
Olivia,floreslarry,Algeria,hamburguesa,92
Thomas,williamstodd,United States Virgin Islands,pollo,71
Thomas,debraoconnor,Congo,pasta,36
Andrew,johnwest,Svalbard & Jan Mayen Islands,ensalada,49
Edwin,tdominguez,Ukraine,hamburguesa,53
Nicholas,fwells,Chile,ensalada,32
Jordan,seth09,Nepal,pollo,31
Nicholas,iroberts,Sweden,hamburguesa,21
James,tammie09,Denmark,pasta,9
Peter,coleantonio,Brazil,ensalada,13
Lindsey,chelsea39,British Virgin Islands,tacos,7
George,ashley14,Bolivia,ensalada,78
David,monteslauren,Denmark,pollo,15
Justin,harriskimberly,Liechtenstein,tacos,69
Carla,eescobar,South Africa,helado,60
Elizabeth,egutierrez,Tanzania,pasta,27
Brittany,cmiller,Russian Federation,ensalada,22
Ross,bradleyjackson,United States Virgin Islands,fruta,98
Brittney,baileyjacqueline,Norway,hamburguesa,73
Janet,chines,Monaco,sushi,37
Carmen,markmccoy,Malawi,helado,94
Rebecca,ronaldshaw,Luxembourg,chocolate,39
Robert,scottkaren,Argentina,pizza,62
Tammy,jerry32,Samoa,sushi,1
Daniel,wburns,Fiji,sushi,27
Andrew,ochoaleslie,Greece,tacos,88
Curtis,camachoerin,Tuvalu,tacos,4
Shelley,csharp,Oman,ensalada,24
Douglas,michelle98,Guinea,tacos,5
Charlene,adriana14,Kazakhstan,pizza,53
Chad,jennifer47,Malaysia,pollo,69
Kathryn,adamsmary,Heard Island and McDonald Islands,hamburguesa,70
Kevin,benjaminmurphy,Papua New Guinea,chocolate,35
Jessica,rsmith,Aruba,pizza,21
Heather,christinemeyer,Nicaragua,chocolate,81
Sarah,hsuarez,Kenya,hamburguesa,73
Mark,wagnererica,Hong Kong,hamburguesa,90
John,patrick93,Uganda,chocolate,13
Rebecca,andrew63,Haiti,hamburguesa,79
Beth,dperkins,Slovenia,tacos,53
Sarah,jennifer68,Saint Martin,helado,21
Melissa,ffisher,Honduras,pizza,67
Jacob,carlsonrichard,Panama,hamburguesa,60
Brian,ilopez,Kuwait,chocolate,34
Nancy,mark68,Ukraine,hamburguesa,66
Marcus,christianmckinney,Bouvet Island (Bouvetoya),pizza,96
Timothy,falvarez,Mayotte,fruta,36
Jennifer,kenneth27,Liechtenstein,tacos,98
Mallory,davisjames,Kazakhstan,hamburguesa,22
Bruce,maryphillips,Ukraine,ensalada,80
Linda,robersonmichelle,South Georgia and the South Sandwich Islands,pollo,63
Nicole,justin92,Tanzania,pollo,84
Angelica,brandyroberts,Wallis and Futuna,pasta,11
Jessica,ramostim,Venezuela,ensalada,14
Kimberly,ucarroll,Cyprus,helado,95
Jeremy,zhernandez,Reunion,chocolate,8
Heather,david56,United Kingdom,tacos,24
Charles,davisjennifer,Yemen,helado,26
Robert,vcaldwell,French Polynesia,pizza,54
Laura,coleconnie,Bouvet Island (Bouvetoya),pasta,68
Sarah,elewis,Austria,hamburguesa,92
Daniel,eric53,Nigeria,tacos,25
Joy,aaron86,Bahamas,tacos,45
Elizabeth,joconnor,Gabon,pizza,9
Michelle,vgolden,Portugal,pollo,72
Carrie,danieloneal,Paraguay,ensalada,68
Steven,beanlisa,Russian Federation,pizza,45
Jessica,ycamacho,United States Virgin Islands,pollo,86
Rebecca,johnsonblake,France,tacos,16
Greg,fcoleman,Macao,pollo,94
Scott,michelle82,Cameroon,sushi,91
Sarah,crystal19,Maldives,sushi,9
Adrienne,fsawyer,Ukraine,pollo,44
Bryan,kphillips,Austria,pizza,25
John,thompsondominique,Burundi,pollo,78
Kathryn,eddie57,Antigua and Barbuda,sushi,7
Jacqueline,frankkelly,Bangladesh,hamburguesa,22
Christina,carteralexander,Qatar,pizza,96
Anthony,johngilbert,Lao People's Democratic Republic,helado,92
Paul,wwilliams,Qatar,hamburguesa,94
Jorge,mooresteven,Zimbabwe,fruta,8
Tamara,eric87,Marshall Islands,chocolate,41
Joseph,garysteele,French Polynesia,ensalada,80
Wesley,andersonmark,Norfolk Island,pasta,70
John,denisetran,El Salvador,pollo,90
Sergio,whitestacy,Belize,tacos,82
Troy,waynewoodward,Azerbaijan,hamburguesa,60
Doris,jason54,Japan,sushi,47
Charles,rubiochad,Guernsey,pizza,19
Ricky,imonroe,Swaziland,pollo,64
Jennifer,whitneymorris,Lithuania,tacos,9
Darren,lindseyjames,Somalia,helado,44
Karen,tylermiller,Cuba,fruta,31
Kimberly,christopher61,Greenland,pizza,3
Keith,gvincent,New Caledonia,helado,30
Cathy,watsonandrea,Mexico,pizza,45
Kristin,oanderson,Trinidad and Tobago,pizza,80
Michael,floresanthony,United Kingdom,sushi,40
Paul,katherine86,Cayman Islands,fruta,58
Deborah,robert52,Luxembourg,pizza,20
Michelle,josejohnston,Guyana,pasta,27
Justin,stephen99,Guinea,pasta,70
Michelle,martinjasmine,Georgia,sushi,55
Frank,brandonreyes,Jamaica,pasta,17
Lynn,rmartinez,North Macedonia,ensalada,61
Cynthia,gonzalescourtney,Cuba,tacos,52
Juan,cbarrera,North Macedonia,tacos,79
Ruth,david02,Niue,pizza,5
Stacy,billy16,Chad,helado,5
Pamela,courtney56,Liberia,sushi,20
Loretta,jennifercaldwell,Palestinian Territory,fruta,91
Tommy,ashleytroy,Philippines,fruta,75
Donald,bethanymeadows,United States Minor Outlying Islands,fruta,53
Kerri,joshuahernandez,Kyrgyz Republic,chocolate,68
Travis,hudsonmichelle,Mauritania,pasta,6
Charlotte,ctran,Canada,sushi,31
Andrew,lisa03,Saint Barthelemy,hamburguesa,65
David,patrick46,Congo,pollo,95
Robin,williamramos,Ghana,hamburguesa,30
Molly,oalvarado,Greece,hamburguesa,25
Angela,tpeck,South Africa,tacos,82
Dorothy,llester,Vietnam,ensalada,85
William,martinjames,Antarctica (the territory South of 60 deg S),chocolate,43
Nancy,russomicheal,Kenya,sushi,41
Patricia,dixonmelissa,Madagascar,tacos,58
Monica,kbrown,Eritrea,helado,8
Joseph,cfox,Bouvet Island (Bouvetoya),helado,14
John,bhuang,Turks and Caicos Islands,pizza,72
Maureen,john45,Angola,tacos,6
Sharon,tonirichardson,United Kingdom,pizza,52
Lauren,emilyjohnson,Palestinian Territory,ensalada,60
Gary,wrighttiffany,Greenland,ensalada,68
Randall,caitlin68,Cameroon,helado,19
Betty,davisraymond,Faroe Islands,helado,57
